"Supplementary Table 2: Drug-drug interactions detected in the screen. Drug interactions, their conservation across strains and across species, and whether they were probed for all or only part of the species. Interaction sign is “synergy” or “antagonism” in case of strong interactions, “NA” otherwise. Corresponding p-values and interactions scores are provided.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Drug combination,,Conservation across species,Class-Class,Conservation across strains,,,Interacion sign,,,,,,Interacion score,,,,,,p-value,,,,,,Species conflict,Species probed
,PMS,CHIR-90,ECST,oxidative stress_LPS,conserved,weak_conserved,NA,Antagonism,Antagonism,Antagonism,NA,NA,NA,0.791652352,0.391606864,0.944941093,0.344934874,NA,NA,0.001666307,0.001463305,0.003167815,NA,NA,NA,no_conflict,ECST
,PMS,Phleomycin,ECST,oxidative stress_multiple,conserved,weak_conserved,NA,Antagonism,Antagonism,Antagonism,NA,NA,NA,0.331251178,0.238387077,0.559258358,0.10435506,NA,NA,0.001666307,0.004486711,0.001768535,NA,NA,NA,no_conflict,ECST
,Trimethoprim,Pyocyanin,ECST,folic acid biosynthesis_oxidative stress,conserved,conserved,NA,Antagonism,Antagonism,Antagonism,Antagonism,NA,NA,0.240271518,0.214403773,0.142287453,0.260150323,NA,NA,0.001666307,0.001463305,0.001768535,0.002167452,NA,NA,no_conflict,ECST
,Levofloxacin,Pyocyanin,ECST,DNA gyrase_oxidative stress,conserved,conserved,NA,Antagonism,Antagonism,Antagonism,Antagonism,NA,NA,0.563112659,0.275405521,0.71722331,0.702790496,NA,NA,0.001666307,0.001463305,0.001768535,0.002167452,NA,NA,no_conflict,ECST
,Aztreonam,Pyocyanin,ECST,beta-lactam_oxidative stress,conserved,conserved,NA,Antagonism,Antagonism,Antagonism,Antagonism,NA,NA,0.330499955,0.179767725,0.666051707,0.87233657,NA,NA,0.001666307,0.003544318,0.001768535,0.002167452,NA,NA,no_conflict,ECST
,Puromycin,Pyocyanin,ECST,other protein synthesis inhibitor_oxidative stress,conserved,conserved,NA,Antagonism,Antagonism,Antagonism,Antagonism,NA,NA,0.179640903,0.204295179,0.117691444,0.136509001,NA,NA,0.001666307,0.001463305,0.001768535,0.002167452,NA,NA,no_conflict,ECST
,Pyocyanin,Mitomycin C,ECST,oxidative stress_other DNA,conserved,conserved,NA,Antagonism,Antagonism,Antagonism,Antagonism,NA,NA,0.117654207,0.283606391,0.435399934,0.11404658,NA,NA,0.047029134,0.001463305,0.001768535,0.002167452,NA,NA,no_conflict,ECST
,Pyocyanin,Phleomycin,ECST,oxidative stress_multiple,conserved,not_comparable,NA,Antagonism,Antagonism,Antagonism,NA,NA,NA,0.469031348,0.277035909,0.459757956,0.05102266,NA,NA,0.001666307,0.001463305,0.001768535,NA,NA,NA,no_conflict,ECST
,Pyocyanin,Moxifloxacin,ECST,oxidative stress_DNA gyrase,conserved,conserved,NA,Antagonism,Antagonism,Antagonism,Antagonism,NA,NA,0.583225729,0.302579677,0.249970258,0.883949041,NA,NA,0.020410459,0.002551072,0.001768535,0.002167452,NA,NA,no_conflict,ECST
,PMS,Moxifloxacin,ECST,oxidative stress_DNA gyrase,conserved,conserved,NA,Antagonism,Antagonism,Antagonism,Antagonism,NA,NA,0.710437244,0.413836536,0.262621935,0.723689602,NA,NA,0.004098642,0.001463305,0.046087441,0.002167452,NA,NA,no_conflict,ECST
,PMS,Gentamicin,ECST,oxidative stress_aminoglycoside,conserved,not_comparable,NA,Antagonism,Antagonism,Antagonism,NA,NA,NA,0.442318343,0.216355995,0.397133467,0.04837887,NA,NA,0.001666307,0.017498889,0.001661372,NA,NA,NA,no_conflict,ECST
,Novobiocin,PMS,ECST,DNA gyrase_oxidative stress,conserved,not_comparable,NA,Antagonism,Antagonism,NA,Antagonism,NA,NA,0.203533865,0.42349703,-0.048271041,0.362210086,NA,NA,0.004098642,0.001463305,NA,0.002167452,NA,NA,no_conflict,ECST
,PMS,Vanillin,ECST conflict,oxidative stress_food additive,not_comparable,weak_conserved,NA,NA,Antagonism,Synergy,NA,NA,NA,-0.039735678,0.284970635,-0.12399771,-0.090759368,NA,NA,NA,0.001463305,0.020504644,NA,NA,NA,conflict,ECST
,PMS,Nitrofurantoin,ECST,oxidative stress_multiple,not_comparable,weak_conserved,NA,NA,Synergy,Synergy,NA,NA,NA,0.082306834,-0.248169001,-0.223883107,-0.099605642,NA,NA,NA,0.017498889,0.001768535,NA,NA,NA,no_conflict,ECST
,PMS,Rifampicin,ECST,oxidative stress_RNA polymerase,not_comparable,weak_conserved,NA,Synergy,NA,Synergy,NA,NA,NA,-0.384524057,0.087166657,-0.23197433,-0.083411468,NA,NA,0.001666307,NA,0.001768535,NA,NA,NA,no_conflict,ECST
,Procaine,Pyocyanin,ECST,human drug_oxidative stress,not_comparable,conserved,NA,Synergy,NA,Synergy,Synergy,NA,NA,-0.34965418,0.067230908,-0.147483336,-0.164487734,NA,NA,0.001666307,NA,0.001768535,0.002167452,NA,NA,no_conflict,ECST
,PMS,Mecillinam,ECST conflict,oxidative stress_beta-lactam,not_comparable,specific,NA,Antagonism,NA,Synergy,Antagonism,NA,NA,0.233594979,-0.078406151,-0.305977439,0.2407552,NA,NA,0.001666307,NA,0.024951048,0.006370634,NA,NA,conflict,ECST
,Chloramphenicol,PMS,ECST,other protein synthesis inhibitor_oxidative stress,not_comparable,conserved,NA,Antagonism,NA,Antagonism,Antagonism,NA,NA,0.158297147,-0.145853101,0.101349754,0.188369322,NA,NA,0.014367611,NA,0.007031004,0.002167452,NA,NA,no_conflict,ECST
,Doxycycline,Pseudomonic acid,ECST,tetracycline_oxidative stress,not_comparable,not_conserved,NA,Antagonism,NA,Antagonism,NA,NA,NA,0.118043726,-0.049102683,0.109883718,0.053387752,NA,NA,0.002956627,NA,0.001768535,NA,NA,NA,no_conflict,ECST
,Pseudomonic acid,CHIR-90,ECST,oxidative stress_LPS,not_comparable,weak_conserved,NA,NA,Synergy,NA,Synergy,NA,NA,0,-0.208146425,-0.094738892,-0.227973914,NA,NA,NA,0.002551072,NA,0.003743781,NA,NA,no_conflict,ECST
,Chloramphenicol,Pyocyanin,ECST,other protein synthesis inhibitor_oxidative stress,not_comparable,weak_conserved,NA,Antagonism,NA,NA,Antagonism,NA,NA,0.147904303,-0.130480294,0.134494124,0.213516374,NA,NA,0.002956627,NA,NA,0.002167452,NA,NA,no_conflict,ECST
,Clindamycin,Pyocyanin,ECST,other protein synthesis inhibitor_oxidative stress,not_comparable,not_conserved,NA,Antagonism,NA,NA,Antagonism,NA,NA,0.139754264,0.053287879,0.057989674,0.137267234,NA,NA,0.019667663,NA,NA,0.002167452,NA,NA,no_conflict,ECST
,PMS,Clindamycin,ECST,oxidative stress_other protein synthesis inhibitor,not_comparable,not_conserved,NA,Antagonism,NA,NA,Antagonism,NA,NA,0.149408803,-0.087353797,0.051136367,0.131256084,NA,NA,0.006321736,NA,NA,0.019799,NA,NA,no_conflict,ECST
,PMS,EGCG,ECST,oxidative stress_fatty acid biosynthesis,not_conserved,conserved,NA,Synergy,NA,Synergy,Synergy,NA,NA,-0.115613196,0.115484903,-0.166296629,-0.163871843,NA,NA,0.035085636,NA,0.001768535,0.002167452,NA,NA,no_conflict,ECST
,Amikacin,Pyocyanin,ECST,aminoglycoside_oxidative stress,not_conserved,not_comparable,NA,Antagonism,NA,Antagonism,NA,NA,NA,0.33001429,-0.048662705,0.243202887,-0.087233521,NA,NA,0.001666307,NA,0.001768535,NA,NA,NA,no_conflict,ECST
,Tobramycin,Pyocyanin,ECST,aminoglycoside_oxidative stress,not_conserved,not_comparable,NA,Antagonism,NA,Antagonism,NA,NA,NA,0.148362106,0.055511412,0.556755997,-0.067472589,NA,NA,0.011439332,NA,0.001768535,NA,NA,NA,no_conflict,ECST
,Clarithromycin,Pyocyanin,ECST,macrolide_oxidative stress,not_conserved,conserved,NA,Antagonism,NA,Antagonism,Antagonism,NA,NA,0.211624684,-0.160723942,0.129933619,0.119395403,NA,NA,0.001666307,NA,0.035364122,0.002167452,NA,NA,no_conflict,ECST
,Amikacin,PMS,ECST conflict,aminoglycoside_oxidative stress,not_conserved,specific,NA,Antagonism,NA,Antagonism,Synergy,NA,NA,0.4877713,0.048965131,0.319967663,-0.111980891,NA,NA,0.001666307,NA,0.001661372,0.002167452,NA,NA,conflict,ECST
,Pyocyanin,Azithromycin,ECST conflict,oxidative stress_macrolide,specific,not_conserved,NA,Antagonism,Synergy,NA,Antagonism,NA,NA,0.219303668,-0.252566403,-0.09704346,0.238560682,NA,NA,0.007360115,0.021287717,NA,0.002167452,NA,NA,conflict,ECST
,PMS,Paraquat,ECST,oxidative stress_oxidative stress,weak_conserved,conserved,NA,NA,Synergy,Synergy,Synergy,NA,NA,-0.072407164,-0.17494233,-0.118379826,-0.157173613,NA,NA,NA,0.001463305,0.004600072,0.003743781,NA,NA,no_conflict,ECST
,PMS,Procaine,ECST,oxidative stress_human drug,weak_conserved,conserved,NA,Synergy,NA,Synergy,Synergy,NA,NA,-0.227744829,-0.07541385,-0.171677651,-0.167014051,NA,NA,0.001666307,NA,0.001768535,0.002167452,NA,NA,no_conflict,ECST
,PMS,Imipenem,ECST,oxidative stress_beta-lactam,weak_conserved,conserved,NA,NA,Synergy,Synergy,Synergy,NA,NA,-0.103653537,-0.259851536,-0.55554274,-0.35040392,NA,NA,NA,0.001463305,0.001768535,0.001836122,NA,NA,no_conflict,ECST
,PMS,Acetylsalisylic acid,ECST,oxidative stress_human drug,weak_conserved,weak_conserved,NA,Synergy,NA,Synergy,NA,NA,NA,-0.400693122,-0.072177673,-0.200263566,-0.121238578,NA,NA,0.001666307,NA,0.001768535,NA,NA,NA,no_conflict,ECST
,Nitrofurantoin,Pyocyanin,ECST,multiple_oxidative stress,weak_conserved,weak_conserved,NA,NA,Synergy,Synergy,NA,NA,NA,-0.099220837,-0.208920795,-0.587938804,-0.075902613,NA,NA,NA,0.03445807,0.001768535,NA,NA,NA,no_conflict,ECST
,Pyocyanin,Acetylsalisylic acid,ECST,oxidative stress_human drug,weak_conserved,weak_conserved,NA,Synergy,NA,Synergy,NA,NA,NA,-0.382059375,-0.150434271,-0.26165038,-0.183557307,NA,NA,0.001666307,NA,0.001768535,NA,NA,NA,no_conflict,ECST
,Ciprofloxacin,Pyocyanin,ECST,DNA gyrase_oxidative stress,weak_conserved,conserved,NA,Antagonism,NA,Antagonism,Antagonism,NA,NA,0.457249522,0.220741151,0.400554322,0.338944799,NA,NA,0.001666307,NA,0.001768535,0.014283707,NA,NA,no_conflict,ECST
,PMS,Levofloxacin,ECST,oxidative stress_DNA gyrase,weak_conserved,conserved,NA,Antagonism,NA,Antagonism,Antagonism,NA,NA,0.539635642,0.183011488,0.720324533,0.689715084,NA,NA,0.001666307,NA,0.001768535,0.002167452,NA,NA,no_conflict,ECST
,PMS,Aztreonam,ECST,oxidative stress_beta-lactam,weak_conserved,conserved,NA,Antagonism,NA,Antagonism,Antagonism,NA,NA,0.365079701,0.095798197,0.444307171,0.638345854,NA,NA,0.001666307,NA,0.001768535,0.002167452,NA,NA,no_conflict,ECST
,Pyocyanin,Bleomycin,ECST,oxidative stress_multiple,weak_conserved,weak_conserved,NA,Antagonism,NA,Antagonism,NA,NA,NA,0.269299195,0.162800704,0.128523626,0.071213715,NA,NA,0.001666307,NA,0.001768535,NA,NA,NA,no_conflict,ECST
,Pyocyanin,CHIR-90,ECST,oxidative stress_LPS,weak_conserved,conserved,NA,Antagonism,NA,Antagonism,Antagonism,NA,NA,0.506312514,0.244968832,0.96909176,0.5529035,NA,NA,0.001666307,NA,0.001768535,0.006857379,NA,NA,no_conflict,ECST
,Pyocyanin,Gentamicin,ECST,oxidative stress_aminoglycoside,weak_conserved,not_comparable,NA,Antagonism,NA,Antagonism,NA,NA,NA,0.462414799,0.093955583,0.510467212,-0.050529,NA,NA,0.001666307,NA,0.001768535,NA,NA,NA,no_conflict,ECST
,Novobiocin,Pyocyanin,ECST,DNA gyrase_oxidative stress,weak_conserved,weak_conserved,NA,NA,Antagonism,NA,Antagonism,NA,NA,0.120793203,0.271557832,0.07309341,0.48604297,NA,NA,NA,0.001463305,NA,0.002167452,NA,NA,no_conflict,ECST
,PMS,Clarithromycin,ECST,oxidative stress_macrolide,weak_conserved,weak_conserved,NA,Antagonism,NA,NA,Antagonism,NA,NA,0.259882796,0.140723369,0.160643755,0.232932734,NA,NA,0.001666307,NA,NA,0.002167452,NA,NA,no_conflict,ECST
,PMS,Azithromycin,ECST,oxidative stress_macrolide,weak_conserved,weak_conserved,NA,Antagonism,NA,NA,Antagonism,NA,NA,0.22377781,0.1181755,0.088771047,0.191466152,NA,NA,0.001666307,NA,NA,0.002167452,NA,NA,no_conflict,ECST
,Mecillinam,Pyocyanin,ECST,beta-lactam_oxidative stress,weak_conserved,not_conserved,NA,Antagonism,NA,NA,Antagonism,NA,NA,0.292178014,0.101422111,-0.025944825,0.261294729,NA,NA,0.001666307,NA,NA,0.002167452,NA,NA,no_conflict,ECST
,Cycloserine D,PMS,ST,other cell wall_oxidative stress,NA,conserved,NA,NA,NA,Synergy,Synergy,NA,NA,NA,NA,-0.101938556,-0.12046482,NA,NA,NA,NA,0.036166863,0.020765296,NA,NA,no_conflict,ECST
,Polymyxin B,Pseudomonic acid,ST,LPS_oxidative stress,NA,weak_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.226709075,-0.286366764,NA,NA,NA,NA,0.009429431,NA,NA,NA,no_conflict,ECST
,PMS,Pyocyanin,ST,oxidative stress_oxidative stress,NA,weak_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.659608447,-0.071822347,NA,NA,NA,NA,0.001768535,NA,NA,NA,no_conflict,ECST
,PMS,Curcumin,ST,oxidative stress_food additive,NA,not_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.158863357,-0.056362063,NA,NA,NA,NA,0.022355724,NA,NA,NA,no_conflict,ECST
,PMS,Streptozotocin,ST,oxidative stress_human drug,NA,conserved,NA,NA,NA,Synergy,Synergy,NA,NA,NA,NA,-0.394685059,-0.155731165,NA,NA,NA,NA,0.001768535,0.005087138,NA,NA,no_conflict,ECST
,Benzalkonium,Pyocyanin,ST,other membrane_oxidative stress,NA,weak_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.136808751,-0.073350874,NA,NA,NA,NA,0.027345882,NA,NA,NA,no_conflict,ECST
,Vanillin,Pseudomonic acid,ST,food additive_oxidative stress,NA,not_comparable,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.146422833,-0.04954953,NA,NA,NA,NA,0.003167815,NA,NA,NA,no_conflict,ECST
,Verapamil,Pseudomonic acid,ST,human drug_oxidative stress,NA,weak_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.151194998,-0.095102748,NA,NA,NA,NA,0.001768535,NA,NA,NA,no_conflict,ECST
,Loperamide,Pseudomonic acid,ST,human drug_oxidative stress,NA,not_comparable,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.116993669,0.064066311,NA,NA,NA,NA,0.031666152,NA,NA,NA,no_conflict,ECST
,Chlorhexidine,Pyocyanin,ST,LPS_oxidative stress,NA,conserved,NA,NA,NA,Synergy,Synergy,NA,NA,NA,NA,-0.597063375,-0.358612016,NA,NA,NA,NA,0.001768535,0.011087353,NA,NA,no_conflict,ECST
,EGCG,Pyocyanin,ST,fatty acid biosynthesis_oxidative stress,NA,weak_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.134280917,-0.085707571,NA,NA,NA,NA,0.003167815,NA,NA,NA,no_conflict,ECST
,Pyocyanin,Imipenem,ST,oxidative stress_beta-lactam,NA,conserved,NA,NA,NA,Synergy,Synergy,NA,NA,NA,NA,-0.495097333,-0.373256925,NA,NA,NA,NA,0.003167815,0.002167452,NA,NA,no_conflict,ECST
,Pyocyanin,Curcumin,ST,oxidative stress_food additive,NA,weak_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.232300517,-0.117419851,NA,NA,NA,NA,0.003167815,NA,NA,NA,no_conflict,ECST
,Pyocyanin,Berberine,ST,oxidative stress_food additive,NA,not_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.14511982,-0.026895396,NA,NA,NA,NA,0.030167913,NA,NA,NA,no_conflict,ECST
,Pyocyanin,Diclofenac,ST,oxidative stress_human drug,NA,weak_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.148711751,-0.103665823,NA,NA,NA,NA,0.037093717,NA,NA,NA,no_conflict,ECST
,Pseudomonic acid,Curcumin,ST,oxidative stress_food additive,NA,not_comparable,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.140816248,0.084362986,NA,NA,NA,NA,0.038505536,NA,NA,NA,no_conflict,ECST
,Pseudomonic acid,Berberine,ST,oxidative stress_food additive,NA,conserved,NA,NA,NA,Synergy,Synergy,NA,NA,NA,NA,-0.302997844,-0.1584234,NA,NA,NA,NA,0.001768535,0.04380092,NA,NA,no_conflict,ECST
,Pseudomonic acid,Acetylsalisylic acid,ST,oxidative stress_human drug,NA,weak_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.263995886,-0.111573378,NA,NA,NA,NA,0.001768535,NA,NA,NA,no_conflict,ECST
,PMS,Meropenem,ST,oxidative stress_beta-lactam,NA,conserved,NA,NA,NA,Synergy,Synergy,NA,NA,NA,NA,-0.764146426,-0.551977092,NA,NA,NA,NA,0.02419798,0.006370634,NA,NA,no_conflict,ECST
,Pyocyanin,Meropenem,ST,oxidative stress_beta-lactam,NA,conserved,NA,NA,NA,Synergy,Synergy,NA,NA,NA,NA,-0.743772285,-0.550958629,NA,NA,NA,NA,0.020153129,0.001836122,NA,NA,no_conflict,ECST
,Spectinomycin,Pseudomonic acid,ST,aminoglycoside_oxidative stress,NA,weak_conserved,NA,NA,NA,Antagonism,NA,NA,NA,NA,NA,0.1206861,0.081329109,NA,NA,NA,NA,0.001768535,NA,NA,NA,no_conflict,ECST
,PMS,Piperacillin,ST,oxidative stress_beta-lactam,NA,conserved,NA,NA,NA,Antagonism,Antagonism,NA,NA,NA,NA,0.209856558,0.125141565,NA,NA,NA,NA,0.001768535,0.024608515,NA,NA,no_conflict,ECST
,PMS,Penicillin G,ST,oxidative stress_beta-lactam,NA,conserved,NA,NA,NA,Antagonism,Antagonism,NA,NA,NA,NA,0.246366223,0.119279295,NA,NA,NA,NA,0.001768535,0.011087353,NA,NA,no_conflict,ECST
,Piperacillin,Pyocyanin,ST,beta-lactam_oxidative stress,NA,conserved,NA,NA,NA,Antagonism,Antagonism,NA,NA,NA,NA,0.124650368,0.137330712,NA,NA,NA,NA,0.001768535,0.002167452,NA,NA,no_conflict,ECST
,Penicillin G,Pyocyanin,ST,beta-lactam_oxidative stress,NA,weak_conserved,NA,NA,NA,Antagonism,NA,NA,NA,NA,NA,0.237829834,0.097850391,NA,NA,NA,NA,0.001768535,NA,NA,NA,no_conflict,ECST
,Pyocyanin,Pseudomonic acid,ST,oxidative stress_oxidative stress,NA,not_comparable,NA,NA,NA,Antagonism,NA,NA,NA,NA,NA,0.107661667,0.035744239,NA,NA,NA,NA,0.004600072,NA,NA,NA,no_conflict,ECST
,Pseudomonic acid,Streptozotocin,ST,oxidative stress_human drug,NA,weak_conserved,NA,NA,NA,Antagonism,NA,NA,NA,NA,NA,0.17974369,0.087872476,NA,NA,NA,NA,0.001768535,NA,NA,NA,no_conflict,ECST
,PMS,Reserpine,ST,oxidative stress_human drug,NA,not_conserved,NA,NA,NA,NA,Synergy,NA,NA,NA,NA,0.101856567,-0.111332389,NA,NA,NA,NA,NA,0.016436514,NA,NA,no_conflict,ECST
,CCCP,Pseudomonic acid,ST,PMF_oxidative stress,NA,weak_conserved,NA,NA,NA,NA,Synergy,NA,NA,NA,NA,-0.124119603,-0.117727658,NA,NA,NA,NA,NA,0.014283707,NA,NA,no_conflict,ECST
,Chlorhexidine,Pseudomonic acid,ST,LPS_oxidative stress,NA,weak_conserved,NA,NA,NA,NA,Synergy,NA,NA,NA,NA,-0.292730219,-0.639009865,NA,NA,NA,NA,NA,0.022632861,NA,NA,no_conflict,ECST
,Pyocyanin,Streptozotocin,ST,oxidative stress_human drug,NA,weak_conserved,NA,NA,NA,NA,Synergy,NA,NA,NA,NA,-0.135302352,-0.152689031,NA,NA,NA,NA,NA,0.006370634,NA,NA,no_conflict,ECST
,Erythromycin,Pyocyanin,ST,macrolide_oxidative stress,NA,not_conserved,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,-0.065354354,0.157442201,NA,NA,NA,NA,NA,0.002167452,NA,NA,no_conflict,ECST
,Amoxicillin,PMS,ST,beta-lactam_oxidative stress,NA,not_conserved,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,-0.0652952,0.143277932,NA,NA,NA,NA,NA,0.03720128,NA,NA,no_conflict,ECST
,PMS,Minocycline,ST,tetracycline_oxidative stress,NA,not_conserved,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.050246644,0.161898485,NA,NA,NA,NA,NA,0.027521355,NA,NA,no_conflict,ECST
,CCCP,Pyocyanin,ST,PMF_oxidative stress,NA,not_conserved,NA,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.048131819,0.16784518,NA,NA,NA,NA,NA,0.003321543,NA,NA,no_conflict,ECST
,Cefsulodin,Pyocyanin,EC,beta-lactam_oxidative stress,weak_conserved,NA,NA,Synergy,NA,NA,NA,NA,NA,-0.163788102,-0.060202062,NA,NA,NA,NA,0.042606117,NA,NA,NA,NA,NA,no_conflict,ECST
,Amoxicillin,Pyocyanin,EC,beta-lactam_oxidative stress,not_comparable,NA,NA,Antagonism,NA,NA,NA,NA,NA,0.14456515,-0.068684335,NA,NA,NA,NA,0.001666307,NA,NA,NA,NA,NA,no_conflict,ECST
,Spectinomycin,Pyocyanin,EC,aminoglycoside_oxidative stress,weak_conserved,NA,NA,Antagonism,NA,NA,NA,NA,NA,0.208769794,0.141428347,NA,NA,NA,NA,0.001666307,NA,NA,NA,NA,NA,no_conflict,ECST
,Cefotaxime,PMS,EC,beta-lactam_oxidative stress,not_comparable,NA,NA,Antagonism,NA,NA,NA,NA,NA,0.174706912,-0.102353498,NA,NA,NA,NA,0.001666307,NA,NA,NA,NA,NA,no_conflict,ECST
,Cefotaxime,Pyocyanin,EC,beta-lactam_oxidative stress,weak_conserved,NA,NA,Antagonism,NA,NA,NA,NA,NA,0.10931894,0.087686071,NA,NA,NA,NA,0.023345905,NA,NA,NA,NA,NA,no_conflict,ECST
,PMS,Trimethoprim,EC,oxidative stress_folic acid biosynthesis,weak_conserved,NA,NA,Antagonism,NA,NA,NA,NA,NA,0.2032538,0.093370376,NA,NA,NA,NA,0.001666307,NA,NA,NA,NA,NA,no_conflict,ECST
,PMS,A22,EC,oxidative stress_other cell wall,not_conserved,NA,NA,Antagonism,NA,NA,NA,NA,NA,0.26925385,-0.071713209,NA,NA,NA,NA,0.001666307,NA,NA,NA,NA,NA,no_conflict,ECST
,PMS,Puromycin,EC,oxidative stress_other protein synthesis inhibitor,conserved,NA,NA,Antagonism,Antagonism,NA,NA,NA,NA,0.150570495,0.256260335,NA,NA,NA,NA,0.001666307,0.048435807,NA,NA,NA,NA,no_conflict,ECST
,PMS,Pseudomonic acid,EC,oxidative stress_oxidative stress,weak_conserved,NA,NA,Antagonism,NA,NA,NA,NA,NA,0.170765547,0.101442162,NA,NA,NA,NA,0.002956627,NA,NA,NA,NA,NA,no_conflict,ECST
,PMS,Berberine,EC,oxidative stress_food additive,conserved,NA,NA,Antagonism,Antagonism,NA,NA,NA,NA,0.165927426,0.163369128,NA,NA,NA,NA,0.006321736,0.003544318,NA,NA,NA,NA,no_conflict,ECST
,A22,Pyocyanin,EC,other cell wall_oxidative stress,not_conserved,NA,NA,Antagonism,NA,NA,NA,NA,NA,0.283219217,-0.082868074,NA,NA,NA,NA,0.001666307,NA,NA,NA,NA,NA,no_conflict,ECST
,PMS,Erythromycin,EC,oxidative stress_macrolide,weak_conserved,NA,NA,Antagonism,NA,NA,NA,NA,NA,0.158747002,0.06376738,NA,NA,NA,NA,0.029969486,NA,NA,NA,NA,NA,no_conflict,ECST
,Pseudomonic acid,Imipenem,EC,beta-lactam_oxidative stress,weak_conserved,NA,NA,Antagonism,NA,NA,NA,NA,NA,0.156079016,0.089853394,NA,NA,NA,NA,0.026912988,NA,NA,NA,NA,NA,no_conflict,ECST
,PMS,Cefaclor,EC,oxidative stress_beta-lactam,not_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,0.107608062,-0.314295614,NA,NA,NA,NA,NA,0.001463305,NA,NA,NA,NA,no_conflict,ECST
,PMS,CCCP,EC,oxidative stress_PMF,weak_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,-0.098407921,-0.18052686,NA,NA,NA,NA,NA,0.010822467,NA,NA,NA,NA,no_conflict,ECST
,PMS,Theophylline,EC,oxidative stress_human drug,weak_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,-0.076495715,-0.152940473,NA,NA,NA,NA,NA,0.003544318,NA,NA,NA,NA,no_conflict,ECST
,PMS,Doxorubicin,EC,oxidative stress_other DNA,not_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,0.053333878,-0.139951644,NA,NA,NA,NA,NA,0.007206779,NA,NA,NA,NA,no_conflict,ECST
,Cefaclor,Pyocyanin,EC,beta-lactam_oxidative stress,not_comparable,NA,NA,NA,Synergy,NA,NA,NA,NA,0.081738091,-0.204751419,NA,NA,NA,NA,NA,0.001463305,NA,NA,NA,NA,no_conflict,ECST
,Clofazimine,Pyocyanin,EC,other DNA_oxidative stress,weak_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,-0.113737614,-0.158702854,NA,NA,NA,NA,NA,0.004486711,NA,NA,NA,NA,no_conflict,ECST
,Reserpine,Pseudomonic acid,EC,human drug_oxidative stress,weak_conserved,NA,NA,NA,Synergy,NA,NA,NA,NA,-0.07543075,-0.10339034,NA,NA,NA,NA,NA,0.045390765,NA,NA,NA,NA,no_conflict,ECST
,Spectinomycin,PMS,EC,aminoglycoside_oxidative stress,weak_conserved,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.137359971,0.20032793,NA,NA,NA,NA,NA,0.001463305,NA,NA,NA,NA,no_conflict,ECST
,Fosfomycin,Pyocyanin,EC,other cell wall_oxidative stress,weak_conserved,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.110023548,0.198769799,NA,NA,NA,NA,NA,0.001463305,NA,NA,NA,NA,no_conflict,ECST
,Fosfomycin,Pseudomonic acid,EC,other cell wall_oxidative stress,weak_conserved,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.100168392,0.194430462,NA,NA,NA,NA,NA,0.001463305,NA,NA,NA,NA,no_conflict,ECST
,Novobiocin,Pseudomonic acid,EC,DNA gyrase_oxidative stress,weak_conserved,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.108841043,0.101462345,NA,NA,NA,NA,NA,0.024533717,NA,NA,NA,NA,no_conflict,ECST
,Vanillin,Pyocyanin,EC,food additive_oxidative stress,not_comparable,NA,NA,NA,Antagonism,NA,NA,NA,NA,-0.085845866,0.181689802,NA,NA,NA,NA,NA,0.001463305,NA,NA,NA,NA,no_conflict,ECST
,Pseudomonic acid,Metformin,EC,oxidative stress_human drug,not_comparable,NA,NA,NA,Antagonism,NA,NA,NA,NA,0.058464663,0.106973257,NA,NA,NA,NA,NA,0.047128802,NA,NA,NA,NA,no_conflict,ECST
